"","cent.Camr_Nm","cent.Latitud","cent.Longitd","na.rm"
"1308","A17-18",9.3261,-83.6218,TRUE
"1309","A17-18",9.3261,-83.6218,TRUE
"1310","A17-18",9.3261,-83.6218,TRUE
"1311","A17-18",9.3261,-83.6218,TRUE
"1312","A17-18",9.3261,-83.6218,TRUE
"1313","A17-18",9.3261,-83.6218,TRUE
"1314","A17-18",9.3261,-83.6218,TRUE
"1315","A17-18",9.3261,-83.6218,TRUE
"1316","A17-18",9.3261,-83.6218,TRUE
"1317","A17-18",9.3261,-83.6218,TRUE
"1318","A17-18",9.3261,-83.6218,TRUE
"1319","A17-18",9.3261,-83.6218,TRUE
"1320","A17-18",9.3261,-83.6218,TRUE
"1321","A17-18",9.3261,-83.6218,TRUE
"1322","A17-18",9.3261,-83.6218,TRUE
"1323","A17-18",9.3261,-83.6218,TRUE
"1324","A17-18",9.3261,-83.6218,TRUE
"1325","A17-18",9.3261,-83.6218,TRUE
"1326","A17-18",9.3261,-83.6218,TRUE
"1327","A17-18",9.3261,-83.6218,TRUE
"1328","A17-18",9.3261,-83.6218,TRUE
"1329","A17-18",9.3261,-83.6218,TRUE
"1330","A17-18",9.3261,-83.6218,TRUE
"1331","A17-18",9.3261,-83.6218,TRUE
"1332","A17-18",9.3261,-83.6218,TRUE
"1333","A17-18",9.3261,-83.6218,TRUE
"1334","A17-18",9.3261,-83.6218,TRUE
"1335","A17-18",9.3261,-83.6218,TRUE
"1336","A17-18",9.3261,-83.6218,TRUE
"1337","A17-18",9.3261,-83.6218,TRUE
"1338","A17-18",9.3261,-83.6218,TRUE
"1339","A17-18",9.3261,-83.6218,TRUE
"1340","A17-18",9.3261,-83.6218,TRUE
"1341","A17-18",9.3261,-83.6218,TRUE
"1342","A17-18",9.3261,-83.6218,TRUE
"1343","A17-18",9.3261,-83.6218,TRUE
"1344","A17-18",9.3261,-83.6218,TRUE
"1345","A17-18",9.3261,-83.6218,TRUE
"1346","A17-18",9.3261,-83.6218,TRUE
"1347","A17-18",9.3261,-83.6218,TRUE
"1348","A17-18",9.3261,-83.6218,TRUE
"1349","A17-18",9.3261,-83.6218,TRUE
"1350","A17-18",9.3261,-83.6218,TRUE
"1351","A17-18",9.3261,-83.6218,TRUE
"1352","A17-18",9.3261,-83.6218,TRUE
"1353","A17-18",9.3261,-83.6218,TRUE
"1354","A17-18",9.3261,-83.6218,TRUE
"1355","A17-18",9.3261,-83.6218,TRUE
"1356","A17-18",9.3261,-83.6218,TRUE
"1357","A17-18",9.3261,-83.6218,TRUE
"1358","A17-18",9.3261,-83.6218,TRUE
"1359","A17-18",9.3261,-83.6218,TRUE
"1360","A17-18",9.3261,-83.6218,TRUE
"1361","A17-18",9.3261,-83.6218,TRUE
"1362","A17-18",9.3261,-83.6218,TRUE
"1363","A17-18",9.3261,-83.6218,TRUE
"1364","A17-18",9.3261,-83.6218,TRUE
"1365","A17-18",9.3261,-83.6218,TRUE
"1366","A17-18",9.3261,-83.6218,TRUE
"1367","A17-18",9.3261,-83.6218,TRUE
"1368","A17-18",9.3261,-83.6218,TRUE
"1369","A17-18",9.3261,-83.6218,TRUE
"1370","A17-18",9.3261,-83.6218,TRUE
"1371","A17-18",9.3261,-83.6218,TRUE
"1372","A17-18",9.3261,-83.6218,TRUE
"1373","A17-18",9.3261,-83.6218,TRUE
"1374","A17-18",9.3261,-83.6218,TRUE
"1375","A17-18",9.3261,-83.6218,TRUE
"1376","A17-18",9.3261,-83.6218,TRUE
"1377","A17-18",9.3261,-83.6218,TRUE
"1378","A17-18",9.3261,-83.6218,TRUE
"1379","A17-18",9.3261,-83.6218,TRUE
"1380","A17-18",9.3261,-83.6218,TRUE
"1381","A17-18",9.3261,-83.6218,TRUE
"1382","A17-18",9.3261,-83.6218,TRUE
"1383","A17-18",9.3261,-83.6218,TRUE
"1384","A17-18",9.3261,-83.6218,TRUE
"1385","A17-18",9.3261,-83.6218,TRUE
"1386","A17-18",9.3261,-83.6218,TRUE
"1387","A17-18",9.3261,-83.6218,TRUE
"1388","A17-18",9.3261,-83.6218,TRUE
"1389","A17-18",9.3261,-83.6218,TRUE
"1390","A17-18",9.3261,-83.6218,TRUE
"1391","A17-18",9.3261,-83.6218,TRUE
"1392","A17-18",9.3261,-83.6218,TRUE
"1393","A17-18",9.3261,-83.6218,TRUE
"1394","A17-18",9.3261,-83.6218,TRUE
"1395","A17-18",9.3261,-83.6218,TRUE
"1396","A17-18",9.3261,-83.6218,TRUE
"1397","A17-18",9.3261,-83.6218,TRUE
"1398","A17-18",9.3261,-83.6218,TRUE
"1399","A17-18",9.3261,-83.6218,TRUE
"1400","A17-18",9.3261,-83.6218,TRUE
"1401","A17-18",9.3261,-83.6218,TRUE
"1402","A17-18",9.3261,-83.6218,TRUE
"1403","A17-18",9.3261,-83.6218,TRUE
"1404","A17-18",9.3261,-83.6218,TRUE
"1405","A17-18",9.3261,-83.6218,TRUE
"1406","A17-18",9.3261,-83.6218,TRUE
"1407","A17-18",9.3261,-83.6218,TRUE
"1408","A17-18",9.3261,-83.6218,TRUE
"1409","A17-18",9.3261,-83.6218,TRUE
"1410","A17-18",9.3261,-83.6218,TRUE
"1411","A17-18",9.3261,-83.6218,TRUE
"1412","A17-18",9.3261,-83.6218,TRUE
"1413","A17-18",9.3261,-83.6218,TRUE
"1414","A17-18",9.3261,-83.6218,TRUE
"1415","A17-18",9.3261,-83.6218,TRUE
"1416","A17-18",9.3261,-83.6218,TRUE
"1417","A17-18",9.3261,-83.6218,TRUE
"1418","A17-18",9.3261,-83.6218,TRUE
"1419","A17-18",9.3261,-83.6218,TRUE
"1420","A17-18",9.3261,-83.6218,TRUE
"1421","A17-18",9.3261,-83.6218,TRUE
"1422","A17-18",9.3261,-83.6218,TRUE
"1423","A17-18",9.3261,-83.6218,TRUE
"1424","A17-18",9.3261,-83.6218,TRUE
"1425","A17-18",9.3261,-83.6218,TRUE
"1426","A17-18",9.3261,-83.6218,TRUE
"1427","A17-18",9.3261,-83.6218,TRUE
"1428","A17-18",9.3261,-83.6218,TRUE
"1429","A17-18",9.3261,-83.6218,TRUE
"1430","A17-18",9.3261,-83.6218,TRUE
"1431","A17-18",9.3261,-83.6218,TRUE
"1432","A17-18",9.3261,-83.6218,TRUE
"1433","A17-18",9.3261,-83.6218,TRUE
"1434","A17-18",9.3261,-83.6218,TRUE
"1435","A17-18",9.3261,-83.6218,TRUE
"1436","A17-18",9.3261,-83.6218,TRUE
"1437","A17-18",9.3261,-83.6218,TRUE
"1438","A17-18",9.3261,-83.6218,TRUE
"1439","A17-18",9.3261,-83.6218,TRUE
"1440","A17-18",9.3261,-83.6218,TRUE
"1441","A17-18",9.3261,-83.6218,TRUE
"1442","A17-18",9.3261,-83.6218,TRUE
"1443","A17-18",9.3261,-83.6218,TRUE
"1444","A17-18",9.3261,-83.6218,TRUE
"1445","A17-18",9.3261,-83.6218,TRUE
"1446","A17-18",9.3261,-83.6218,TRUE
"1447","A17-18",9.3261,-83.6218,TRUE
"1448","A17-18",9.3261,-83.6218,TRUE
"1449","A17-18",9.3261,-83.6218,TRUE
"1450","A17-18",9.3261,-83.6218,TRUE
"1451","A17-18",9.3261,-83.6218,TRUE
"1452","A17-18",9.3261,-83.6218,TRUE
"1453","A17-18",9.3261,-83.6218,TRUE
"1454","A17-18",9.3261,-83.6218,TRUE
"1455","A17-18",9.3261,-83.6218,TRUE
"1456","A17-18",9.3261,-83.6218,TRUE
"1457","A17-18",9.3261,-83.6218,TRUE
"1458","A17-18",9.3261,-83.6218,TRUE
"1459","A17-18",9.3261,-83.6218,TRUE
"1460","A17-18",9.3261,-83.6218,TRUE
"1461","A17-18",9.3261,-83.6218,TRUE
"1462","A17-18",9.3261,-83.6218,TRUE
"1463","A17-18",9.3261,-83.6218,TRUE
"1464","A17-18",9.3261,-83.6218,TRUE
"1465","A17-18",9.3261,-83.6218,TRUE
"1466","A17-18",9.3261,-83.6218,TRUE
"1467","A17-18",9.3261,-83.6218,TRUE
"1468","A17-18",9.3261,-83.6218,TRUE
"1469","A17-18",9.3261,-83.6218,TRUE
"1470","A17-18",9.3261,-83.6218,TRUE
"1471","A17-18",9.3261,-83.6218,TRUE
"1472","A17-18",9.3261,-83.6218,TRUE
"1473","A17-18",9.3261,-83.6218,TRUE
"1474","A17-18",9.3261,-83.6218,TRUE
"1475","A17-18",9.3261,-83.6218,TRUE
"1476","A17-18",9.3261,-83.6218,TRUE
"1477","A17-18",9.3261,-83.6218,TRUE
"1478","A17-18",9.3261,-83.6218,TRUE
"1479","A17-18",9.3261,-83.6218,TRUE
"1480","A17-18",9.3261,-83.6218,TRUE
"1481","A17-18",9.3261,-83.6218,TRUE
"1482","A17-18",9.3261,-83.6218,TRUE
"1483","A17-18",9.3261,-83.6218,TRUE
"1484","A17-18",9.3261,-83.6218,TRUE
"1485","A17-18",9.3261,-83.6218,TRUE
"1486","A17-18",9.3261,-83.6218,TRUE
"1487","A17-18",9.3261,-83.6218,TRUE
"1488","A17-18",9.3261,-83.6218,TRUE
"1489","A17-18",9.3261,-83.6218,TRUE
"1490","A17-18",9.3261,-83.6218,TRUE
"1491","A17-18",9.3261,-83.6218,TRUE
"1492","A17-18",9.3261,-83.6218,TRUE
"1493","A17-18",9.3261,-83.6218,TRUE
"1494","A17-18",9.3261,-83.6218,TRUE
"1495","A17-18",9.3261,-83.6218,TRUE
"1496","A17-18",9.3261,-83.6218,TRUE
"1497","A17-18",9.3261,-83.6218,TRUE
"1498","A17-18",9.3261,-83.6218,TRUE
"1499","A17-18",9.3261,-83.6218,TRUE
"1500","A17-18",9.3261,-83.6218,TRUE
"1501","A17-18",9.3261,-83.6218,TRUE
"1502","A17-18",9.3261,-83.6218,TRUE
"1503","A17-18",9.3261,-83.6218,TRUE
"1504","A17-18",9.3261,-83.6218,TRUE
"1505","A17-18",9.3261,-83.6218,TRUE
"1506","A17-18",9.3261,-83.6218,TRUE
"1507","A17-18",9.3261,-83.6218,TRUE
"1508","A17-18",9.3261,-83.6218,TRUE
"1509","A17-18",9.3261,-83.6218,TRUE
"1510","A17-18",9.3261,-83.6218,TRUE
"1511","A17-18",9.3261,-83.6218,TRUE
"1512","A17-18",9.3261,-83.6218,TRUE
"1513","A17-18",9.3261,-83.6218,TRUE
"1514","A17-18",9.3261,-83.6218,TRUE
"1515","A17-18",9.3261,-83.6218,TRUE
"1516","A17-18",9.3261,-83.6218,TRUE
"1517","A17-18",9.3261,-83.6218,TRUE
"1518","A17-18",9.3261,-83.6218,TRUE
"1519","A17-18",9.3261,-83.6218,TRUE
"1520","A17-18",9.3261,-83.6218,TRUE
"1521","A17-18",9.3261,-83.6218,TRUE
"1522","A17-18",9.3261,-83.6218,TRUE
"1523","A17-18",9.3261,-83.6218,TRUE
"1524","A17-18",9.3261,-83.6218,TRUE
"1525","A17-18",9.3261,-83.6218,TRUE
"1526","A17-18",9.3261,-83.6218,TRUE
"1527","A17-18",9.3261,-83.6218,TRUE
"1528","A17-18",9.3261,-83.6218,TRUE
"1529","A17-18",9.3261,-83.6218,TRUE
"1530","A17-18",9.3261,-83.6218,TRUE
"1531","A17-18",9.3261,-83.6218,TRUE
"1532","A17-18",9.3261,-83.6218,TRUE
"1533","A17-18",9.3261,-83.6218,TRUE
"1534","A17-18",9.3261,-83.6218,TRUE
"1535","A17-18",9.3261,-83.6218,TRUE
"1536","A17-18",9.3261,-83.6218,TRUE
"1537","A17-18",9.3261,-83.6218,TRUE
"1538","A17-18",9.3261,-83.6218,TRUE
"1539","A17-18",9.3261,-83.6218,TRUE
"1540","A17-18",9.3261,-83.6218,TRUE
"1541","A17-18",9.3261,-83.6218,TRUE
"1542","A17-18",9.3261,-83.6218,TRUE
"1543","A17-18",9.3261,-83.6218,TRUE
"1544","A17-18",9.3261,-83.6218,TRUE
"1545","A17-18",9.3261,-83.6218,TRUE
"1546","A17-18",9.3261,-83.6218,TRUE
"1547","A17-18",9.3261,-83.6218,TRUE
"1548","A17-18",9.3261,-83.6218,TRUE
"1549","A17-18",9.3261,-83.6218,TRUE
"1550","A17-18",9.3261,-83.6218,TRUE
"1551","A17-18",9.3261,-83.6218,TRUE
"1552","A17-18",9.3261,-83.6218,TRUE
"1553","A17-18",9.3261,-83.6218,TRUE
"1554","A17-18",9.3261,-83.6218,TRUE
"1555","A17-18",9.3261,-83.6218,TRUE
"1556","A17-18",9.3261,-83.6218,TRUE
"1557","A17-18",9.3261,-83.6218,TRUE
"1558","A17-18",9.3261,-83.6218,TRUE
"1559","A17-18",9.3261,-83.6218,TRUE
"1560","A17-18",9.3261,-83.6218,TRUE
"1561","A17-18",9.3261,-83.6218,TRUE
"1562","A17-18",9.3261,-83.6218,TRUE
"1563","A17-18",9.3261,-83.6218,TRUE
"1564","A17-18",9.3261,-83.6218,TRUE
"1565","A17-18",9.3261,-83.6218,TRUE
"1566","A17-18",9.3261,-83.6218,TRUE
"1567","A17-18",9.3261,-83.6218,TRUE
"1568","A17-18",9.3261,-83.6218,TRUE
"1569","A17-18",9.3261,-83.6218,TRUE
"1570","A17-18",9.3261,-83.6218,TRUE
"1571","A17-18",9.3261,-83.6218,TRUE
"1572","A17-18",9.3261,-83.6218,TRUE
"1573","A17-18",9.3261,-83.6218,TRUE
"1574","A17-18",9.3261,-83.6218,TRUE
"1575","A17-18",9.3261,-83.6218,TRUE
"1576","A17-18",9.3261,-83.6218,TRUE
"1577","A17-18",9.3261,-83.6218,TRUE
"1578","A17-18",9.3261,-83.6218,TRUE
"1579","A17-18",9.3261,-83.6218,TRUE
"1580","A17-18",9.3261,-83.6218,TRUE
"1581","A17-18",9.3261,-83.6218,TRUE
"1582","A17-18",9.3261,-83.6218,TRUE
"1583","A17-18",9.3261,-83.6218,TRUE
"1584","A17-18",9.3261,-83.6218,TRUE
"1585","A17-18",9.3261,-83.6218,TRUE
"1586","A17-18",9.3261,-83.6218,TRUE
"1587","A17-18",9.3261,-83.6218,TRUE
"1588","A17-18",9.3261,-83.6218,TRUE
"1589","A17-18",9.3261,-83.6218,TRUE
"1590","A17-18",9.3261,-83.6218,TRUE
"1591","A17-18",9.3261,-83.6218,TRUE
"1592","A17-18",9.3261,-83.6218,TRUE
"1593","A17-18",9.3261,-83.6218,TRUE
"1594","A17-18",9.3261,-83.6218,TRUE
"1595","A17-18",9.3261,-83.6218,TRUE
"1596","A17-18",9.3261,-83.6218,TRUE
"1597","A17-18",9.3261,-83.6218,TRUE
"1598","A17-18",9.3261,-83.6218,TRUE
"1599","A17-18",9.3261,-83.6218,TRUE
"1600","A17-18",9.3261,-83.6218,TRUE
"1601","A17-18",9.3261,-83.6218,TRUE
"1602","A17-18",9.3261,-83.6218,TRUE
"1603","A17-18",9.3261,-83.6218,TRUE
"1604","A17-18",9.3261,-83.6218,TRUE
"1605","A17-18",9.3261,-83.6218,TRUE
"1606","A17-18",9.3261,-83.6218,TRUE
"1607","A17-18",9.3261,-83.6218,TRUE
"1608","A17-18",9.3261,-83.6218,TRUE
"1609","A17-18",9.3261,-83.6218,TRUE
"1610","A17-18",9.3261,-83.6218,TRUE
"1611","A17-18",9.3261,-83.6218,TRUE
"1612","A17-18",9.3261,-83.6218,TRUE
"1613","A17-18",9.3261,-83.6218,TRUE
"1614","A17-18",9.3261,-83.6218,TRUE
"1615","A17-18",9.3261,-83.6218,TRUE
"1616","A17-18",9.3261,-83.6218,TRUE
"1617","A17-18",9.3261,-83.6218,TRUE
"1618","A17-18",9.3261,-83.6218,TRUE
"1619","A17-18",9.3261,-83.6218,TRUE
"1620","A17-18",9.3261,-83.6218,TRUE
"1621","A17-18",9.3261,-83.6218,TRUE
"1622","A17-18",9.3261,-83.6218,TRUE
"1623","A17-18",9.3261,-83.6218,TRUE
"1624","A17-18",9.3261,-83.6218,TRUE
"1625","A17-18",9.3261,-83.6218,TRUE
"1626","A17-18",9.3261,-83.6218,TRUE
"1627","A17-18",9.3261,-83.6218,TRUE
"1628","A17-18",9.3261,-83.6218,TRUE
"1629","A17-18",9.3261,-83.6218,TRUE
"1630","A17-18",9.3261,-83.6218,TRUE
"1631","A17-18",9.3261,-83.6218,TRUE
"1632","A17-18",9.3261,-83.6218,TRUE
"1633","A17-18",9.3261,-83.6218,TRUE
"1634","A17-18",9.3261,-83.6218,TRUE
"1635","A17-18",9.3261,-83.6218,TRUE
"1636","A17-18",9.3261,-83.6218,TRUE
"1637","A17-18",9.3261,-83.6218,TRUE
"1638","A17-18",9.3261,-83.6218,TRUE
"1639","A17-18",9.3261,-83.6218,TRUE
"1640","A17-18",9.3261,-83.6218,TRUE
"1641","A17-18",9.3261,-83.6218,TRUE
"1642","A17-18",9.3261,-83.6218,TRUE
"1643","A17-18",9.3261,-83.6218,TRUE
"1644","A17-18",9.3261,-83.6218,TRUE
"1645","A17-18",9.3261,-83.6218,TRUE
"1646","A17-18",9.3261,-83.6218,TRUE
"1647","A17-18",9.3261,-83.6218,TRUE
"1648","A17-18",9.3261,-83.6218,TRUE
"1649","A17-18",9.3261,-83.6218,TRUE
"1650","A17-18",9.3261,-83.6218,TRUE
"1651","A17-18",9.3261,-83.6218,TRUE
"1652","A17-18",9.3261,-83.6218,TRUE
"1653","A17-18",9.3261,-83.6218,TRUE
"1654","A17-18",9.3261,-83.6218,TRUE
"1655","A17-18",9.3261,-83.6218,TRUE
"1656","A17-18",9.3261,-83.6218,TRUE
"1657","A17-18",9.3261,-83.6218,TRUE
"1658","A17-18",9.3261,-83.6218,TRUE
"1659","A17-18",9.3261,-83.6218,TRUE
"1660","A17-18",9.3261,-83.6218,TRUE
"1661","A17-18",9.3261,-83.6218,TRUE
"1662","A17-18",9.3261,-83.6218,TRUE
"1663","A17-18",9.3261,-83.6218,TRUE
"1664","A17-18",9.3261,-83.6218,TRUE
"1665","A17-18",9.3261,-83.6218,TRUE
"1666","A17-18",9.3261,-83.6218,TRUE
"1667","A17-18",9.3261,-83.6218,TRUE
"1668","A17-18",9.3261,-83.6218,TRUE
"1669","A17-18",9.3261,-83.6218,TRUE
"1670","A17-18",9.3261,-83.6218,TRUE
"1671","A17-18",9.3261,-83.6218,TRUE
"1672","A17-18",9.3261,-83.6218,TRUE
"1673","A17-18",9.3261,-83.6218,TRUE
"1674","A17-18",9.3261,-83.6218,TRUE
"1675","A17-18",9.3261,-83.6218,TRUE
"1676","A17-18",9.3261,-83.6218,TRUE
"1677","A17-18",9.3261,-83.6218,TRUE
"1678","A17-18",9.3261,-83.6218,TRUE
"1679","A17-18",9.3261,-83.6218,TRUE
"1680","A17-18",9.3261,-83.6218,TRUE
"1681","A17-18",9.3261,-83.6218,TRUE
"1682","A17-18",9.3261,-83.6218,TRUE
"1683","A17-18",9.3261,-83.6218,TRUE
"1684","A17-18",9.3261,-83.6218,TRUE
"1685","A17-18",9.3261,-83.6218,TRUE
"1686","A17-18",9.3261,-83.6218,TRUE
"1687","A17-18",9.3261,-83.6218,TRUE
"1688","A17-18",9.3261,-83.6218,TRUE
"1689","A17-18",9.3261,-83.6218,TRUE
"1690","A17-18",9.3261,-83.6218,TRUE
"1691","A17-18",9.3261,-83.6218,TRUE
"1692","A17-18",9.3261,-83.6218,TRUE
"1693","A17-18",9.3261,-83.6218,TRUE
"1694","A17-18",9.3261,-83.6218,TRUE
"1695","A17-18",9.3261,-83.6218,TRUE
"1696","A17-18",9.3261,-83.6218,TRUE
"1697","A17-18",9.3261,-83.6218,TRUE
"1698","A17-18",9.3261,-83.6218,TRUE
"1699","A17-18",9.3261,-83.6218,TRUE
"1700","A17-18",9.3261,-83.6218,TRUE
"1701","A17-18",9.3261,-83.6218,TRUE
"1702","A17-18",9.3261,-83.6218,TRUE
"1703","A17-18",9.3261,-83.6218,TRUE
"1704","A17-18",9.3261,-83.6218,TRUE
"1705","A17-18",9.3261,-83.6218,TRUE
"1706","A17-18",9.3261,-83.6218,TRUE
"1707","A17-18",9.3261,-83.6218,TRUE
"1708","A17-18",9.3261,-83.6218,TRUE
"1709","A17-18",9.3261,-83.6218,TRUE
"1710","A17-18",9.3261,-83.6218,TRUE
"1711","A17-18",9.3261,-83.6218,TRUE
"1712","A17-18",9.3261,-83.6218,TRUE
"1713","A17-18",9.3261,-83.6218,TRUE
"1714","A17-18",9.3261,-83.6218,TRUE
"1715","A17-18",9.3261,-83.6218,TRUE
"1716","A17-18",9.3261,-83.6218,TRUE
"1717","A17-18",9.3261,-83.6218,TRUE
"1718","A17-18",9.3261,-83.6218,TRUE
"1719","A17-18",9.3261,-83.6218,TRUE
"1720","A17-18",9.3261,-83.6218,TRUE
"1721","A17-18",9.3261,-83.6218,TRUE
"1722","A17-18",9.3261,-83.6218,TRUE
"1723","A17-18",9.3261,-83.6218,TRUE
"1724","A17-18",9.3261,-83.6218,TRUE
"1725","A17-18",9.3261,-83.6218,TRUE
"1726","A17-18",9.3261,-83.6218,TRUE
"1727","A17-18",9.3261,-83.6218,TRUE
"1728","A17-18",9.3261,-83.6218,TRUE
"1729","A17-18",9.3261,-83.6218,TRUE
"1730","A17-18",9.3261,-83.6218,TRUE
"1731","A17-18",9.3261,-83.6218,TRUE
"1732","A17-18",9.3261,-83.6218,TRUE
"1733","A17-18",9.3261,-83.6218,TRUE
"1734","A17-18",9.3261,-83.6218,TRUE
"1735","A17-18",9.3261,-83.6218,TRUE
"1736","A17-18",9.3261,-83.6218,TRUE
"1737","A17-18",9.3261,-83.6218,TRUE
"1738","A17-18",9.3261,-83.6218,TRUE
"1739","A17-18",9.3261,-83.6218,TRUE
"1740","A17-18",9.3261,-83.6218,TRUE
"1741","A17-18",9.3261,-83.6218,TRUE
"1742","A17-18",9.3261,-83.6218,TRUE
"1743","A17-18",9.3261,-83.6218,TRUE
"1744","A17-18",9.3261,-83.6218,TRUE
"1745","A17-18",9.3261,-83.6218,TRUE
"1746","A17-18",9.3261,-83.6218,TRUE
"1747","A17-18",9.3261,-83.6218,TRUE
"1748","A17-18",9.3261,-83.6218,TRUE
"1749","A17-18",9.3261,-83.6218,TRUE
"1750","A17-18",9.3261,-83.6218,TRUE
"1751","A17-18",9.3261,-83.6218,TRUE
"1752","A17-18",9.3261,-83.6218,TRUE
"1753","A17-18",9.3261,-83.6218,TRUE
"1754","A17-18",9.3261,-83.6218,TRUE
"1755","A17-18",9.3261,-83.6218,TRUE
"1756","A17-18",9.3261,-83.6218,TRUE
"1757","A17-18",9.3261,-83.6218,TRUE
"1758","A17-18",9.3261,-83.6218,TRUE
"1759","A17-18",9.3261,-83.6218,TRUE
"1760","A17-18",9.3261,-83.6218,TRUE
"1761","A17-18",9.3261,-83.6218,TRUE
"1762","A17-18",9.3261,-83.6218,TRUE
"1763","A17-18",9.3261,-83.6218,TRUE
"1764","A17-18",9.3261,-83.6218,TRUE
"1765","A17-18",9.3261,-83.6218,TRUE
"1766","A17-18",9.3261,-83.6218,TRUE
"1767","A17-18",9.3261,-83.6218,TRUE
"1768","A17-18",9.3261,-83.6218,TRUE
"1769","A17-18",9.3261,-83.6218,TRUE
"1770","A17-18",9.3261,-83.6218,TRUE
"1771","A17-18",9.3261,-83.6218,TRUE
"1772","A17-18",9.3261,-83.6218,TRUE
"1773","A17-18",9.3261,-83.6218,TRUE
"1774","A17-18",9.3261,-83.6218,TRUE
"1775","A17-18",9.3261,-83.6218,TRUE
"1776","A17-18",9.3261,-83.6218,TRUE
"1777","A17-18",9.3261,-83.6218,TRUE
"1778","A17-18",9.3261,-83.6218,TRUE
"1779","A17-18",9.3261,-83.6218,TRUE
"1780","A17-18",9.3261,-83.6218,TRUE
"1781","A17-18",9.3261,-83.6218,TRUE
"1782","A17-18",9.3261,-83.6218,TRUE
"1783","A17-18",9.3261,-83.6218,TRUE
"1784","A17-18",9.3261,-83.6218,TRUE
"1785","A17-18",9.3261,-83.6218,TRUE
"1786","A17-18",9.3261,-83.6218,TRUE
"1787","A17-18",9.3261,-83.6218,TRUE
"1788","A17-18",9.3261,-83.6218,TRUE
"1789","A17-18",9.3261,-83.6218,TRUE
"1790","A17-18",9.3261,-83.6218,TRUE
"1791","A17-18",9.3261,-83.6218,TRUE
"1792","A17-18",9.3261,-83.6218,TRUE
"1793","A17-18",9.3261,-83.6218,TRUE
"1794","A17-18",9.3261,-83.6218,TRUE
"1795","A17-18",9.3261,-83.6218,TRUE
"1796","A17-18",9.3261,-83.6218,TRUE
"1797","A17-18",9.3261,-83.6218,TRUE
"1798","A17-18",9.3261,-83.6218,TRUE
"1799","A17-18",9.3261,-83.6218,TRUE
"1800","A17-18",9.3261,-83.6218,TRUE
"1801","A17-18",9.3261,-83.6218,TRUE
"1802","A17-18",9.3261,-83.6218,TRUE
"1803","A17-18",9.3261,-83.6218,TRUE
"1804","A17-18",9.3261,-83.6218,TRUE
"1805","A17-18",9.3261,-83.6218,TRUE
"1806","A17-18",9.3261,-83.6218,TRUE
"1807","A17-18",9.3261,-83.6218,TRUE
"1808","A17-18",9.3261,-83.6218,TRUE
"1809","A17-18",9.3261,-83.6218,TRUE
"1810","A17-18",9.3261,-83.6218,TRUE
"1811","A17-18",9.3261,-83.6218,TRUE
"1812","A17-18",9.3261,-83.6218,TRUE
"1813","A17-18",9.3261,-83.6218,TRUE
"1814","A17-18",9.3261,-83.6218,TRUE
"1815","A17-18",9.3261,-83.6218,TRUE
"1816","A17-18",9.3261,-83.6218,TRUE
"1817","A17-18",9.3261,-83.6218,TRUE
"1818","A17-18",9.3261,-83.6218,TRUE
"1819","A17-18",9.3261,-83.6218,TRUE
"1820","A17-18",9.3261,-83.6218,TRUE
"1821","A17-18",9.3261,-83.6218,TRUE
"1822","A17-18",9.3261,-83.6218,TRUE
"1823","A17-18",9.3261,-83.6218,TRUE
"1824","A17-18",9.3261,-83.6218,TRUE
"1825","A17-18",9.3261,-83.6218,TRUE
"1826","A17-18",9.3261,-83.6218,TRUE
"1827","A17-18",9.3261,-83.6218,TRUE
"1828","A17-18",9.3261,-83.6218,TRUE
"1829","A17-18",9.3261,-83.6218,TRUE
"1830","A17-18",9.3261,-83.6218,TRUE
"1831","A17-18",9.3261,-83.6218,TRUE
"1832","A17-18",9.3261,-83.6218,TRUE
"1833","A17-18",9.3261,-83.6218,TRUE
"1834","A17-18",9.3261,-83.6218,TRUE
"1835","A17-18",9.3261,-83.6218,TRUE
"1836","A17-18",9.3261,-83.6218,TRUE
"1837","A17-18",9.3261,-83.6218,TRUE
"1838","A17-18",9.3261,-83.6218,TRUE
"1839","A17-18",9.3261,-83.6218,TRUE
"1840","A17-18",9.3261,-83.6218,TRUE
"1841","A17-18",9.3261,-83.6218,TRUE
"1842","A17-18",9.3261,-83.6218,TRUE
"1843","A17-18",9.3261,-83.6218,TRUE
"1844","A17-18",9.3261,-83.6218,TRUE
"1845","A17-18",9.3261,-83.6218,TRUE
"1846","A17-18",9.3261,-83.6218,TRUE
"1847","A17-18",9.3261,-83.6218,TRUE
"1848","A17-18",9.3261,-83.6218,TRUE
"1849","A17-18",9.3261,-83.6218,TRUE
"1850","A17-18",9.3261,-83.6218,TRUE
"1851","A17-18",9.3261,-83.6218,TRUE
"1852","A17-18",9.3261,-83.6218,TRUE
"1853","A17-18",9.3261,-83.6218,TRUE
"1854","A17-18",9.3261,-83.6218,TRUE
"1855","A17-18",9.3261,-83.6218,TRUE
"1856","A17-18",9.3261,-83.6218,TRUE
"1857","A17-18",9.3261,-83.6218,TRUE
"1858","A17-18",9.3261,-83.6218,TRUE
"1859","A17-18",9.3261,-83.6218,TRUE
"1860","A17-18",9.3261,-83.6218,TRUE
"1861","A17-18",9.3261,-83.6218,TRUE
"1862","A17-18",9.3261,-83.6218,TRUE
"1863","A17-18",9.3261,-83.6218,TRUE
"1864","A17-18",9.3261,-83.6218,TRUE
"1865","A17-18",9.3261,-83.6218,TRUE
