"","north.Species","north.Camr_Nm","north.Latitud","north.Longitd","na.rm"
"61786","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61787","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61788","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61789","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61791","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61792","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61793","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61794","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61795","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61796","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61797","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61798","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61799","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61800","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61801","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61802","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61803","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61804","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61805","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61806","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61807","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61808","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61809","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61810","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61811","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61812","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61813","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61814","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61815","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61817","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61819","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61820","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61821","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61822","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61823","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61826","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61827","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61828","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61830","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61832","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61833","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61834","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61835","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61836","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61837","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61838","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61840","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61841","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61842","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61843","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61844","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61845","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61846","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61847","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61849","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61850","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61852","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61855","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61856","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61857","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61858","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61859","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61861","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61862","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61864","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61865","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61866","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61867","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61868","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61872","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61875","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61876","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61877","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61878","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61880","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61886","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61887","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61888","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61890","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61893","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61894","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61895","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61897","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61899","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61903","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61905","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61906","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61908","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61910","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61911","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61912","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61913","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61915","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61916","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61917","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61919","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61920","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61921","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61922","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61923","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61924","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61925","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61926","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61927","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61928","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61929","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61930","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61933","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61941","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61942","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61945","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61947","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61948","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61949","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61951","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61954","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61960","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61964","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61965","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61966","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61975","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61976","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61977","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61981","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61984","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61990","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"61997","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62007","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62026","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62032","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62033","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62035","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62036","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62038","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62039","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62040","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62042","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62045","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62046","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62047","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62048","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62049","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62050","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62051","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62052","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62053","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62054","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62055","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62059","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62060","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62061","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62062","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62063","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62064","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62065","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62066","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62068","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62069","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62070","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62072","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62074","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62078","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62079","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62080","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62083","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62085","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62087","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62088","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62089","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62090","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62092","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62093","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62095","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62098","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62100","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62101","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62102","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62103","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62104","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62105","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62107","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62108","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62109","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62111","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62112","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62113","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62114","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62115","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62116","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62117","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62118","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62119","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62120","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62122","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62124","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62126","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62127","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62128","Leopardus pardalis","LM1-2",9.7685,-83.6823,TRUE
"62130","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62131","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62133","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62134","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62135","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62136","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62137","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62142","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62143","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62144","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62146","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62147","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62150","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62154","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62155","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62156","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62159","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62160","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62163","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62165","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62166","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62167","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62168","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62170","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62174","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62177","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62180","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62181","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62182","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62184","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62186","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62188","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62193","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62196","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62198","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62201","Leopardus pardalis","LM3",9.7651,-83.6791,TRUE
"62238","Leopardus pardalis","LM4-5",9.7861,-83.6915,TRUE
"62239","Leopardus pardalis","LM4-5",9.7861,-83.6915,TRUE
"62240","Leopardus pardalis","LM4-5",9.7861,-83.6915,TRUE
"62241","Leopardus pardalis","LM4-5",9.7861,-83.6915,TRUE
"62260","Leopardus pardalis","LM4-5",9.775,-83.682,TRUE
"62264","Leopardus pardalis","LM4-5",9.775,-83.682,TRUE
"62265","Leopardus pardalis","LM4-5",9.775,-83.682,TRUE
"62266","Leopardus pardalis","LM4-5",9.775,-83.682,TRUE
"62271","Leopardus pardalis","LM4-5",9.775,-83.682,TRUE
"62273","Leopardus pardalis","LM4-5",9.775,-83.682,TRUE
"62276","Leopardus pardalis","LM4-5",9.775,-83.682,TRUE
"62279","Leopardus pardalis","LM4-5",9.775,-83.682,TRUE
"62280","Leopardus pardalis","LM4-5",9.775,-83.682,TRUE
"62283","Leopardus pardalis","LM4-5",9.775,-83.682,TRUE
"62286","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62289","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62292","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62302","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62306","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62315","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62319","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62328","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62333","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62335","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62339","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62353","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62354","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62355","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62358","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62365","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62366","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62368","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62369","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62372","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62378","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62379","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62381","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62382","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62383","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62384","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62385","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62387","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62392","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62393","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62394","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62397","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62398","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62399","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62400","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62401","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62402","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62404","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62406","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62407","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62408","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62409","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62411","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62412","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62413","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62417","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62419","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62423","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62425","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62426","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62428","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62429","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62432","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62433","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62434","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62435","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62436","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62437","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62438","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62439","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62440","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62441","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62444","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62447","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62449","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62450","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62452","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62455","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62456","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62457","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62458","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62459","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62462","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62464","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62465","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62467","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62471","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62472","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62473","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62476","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62480","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62487","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62489","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62490","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62491","Leopardus pardalis","LM6-7",9.7679,-83.6834,TRUE
"62543","Leopardus pardalis","T9-10",9.6963,-83.7714,TRUE
"62553","Leopardus pardalis","T9-10",9.6963,-83.7714,TRUE
"62556","Leopardus pardalis","T9-10",9.6963,-83.7714,TRUE
"62628","Leopardus pardalis","T9-10",9.6963,-83.7714,TRUE
"62885","Leopardus pardalis","T1-2",9.729,-83.7763,TRUE
"62888","Leopardus pardalis","T1-2",9.729,-83.7763,TRUE
"62890","Leopardus pardalis","T1-2",9.729,-83.7763,TRUE
"62891","Leopardus pardalis","T1-2",9.729,-83.7763,TRUE
"62905","Leopardus pardalis","T1-2",9.729,-83.7763,TRUE
"62917","Leopardus pardalis","T1-2",9.729,-83.7763,TRUE
"62918","Leopardus pardalis","T1-2",9.729,-83.7763,TRUE
"62922","Leopardus pardalis","T1-2",9.729,-83.7763,TRUE
"62950","Leopardus pardalis","T1-2",9.729,-83.7763,TRUE
"63017","Leopardus pardalis","T1-2",9.729,-83.7763,TRUE
"63018","Leopardus pardalis","T1-2",9.729,-83.7763,TRUE
"63019","Leopardus pardalis","T1-2",9.729,-83.7763,TRUE
"66044","Leopardus pardalis","T3-4",9.7068,-83.7793,TRUE
"66045","Leopardus pardalis","T3-4",9.7068,-83.7793,TRUE
"66054","Leopardus pardalis","T3-4",9.7068,-83.7793,TRUE
"66055","Leopardus pardalis","T3-4",9.7068,-83.7793,TRUE
"66060","Leopardus pardalis","T3-4",9.7068,-83.7793,TRUE
"66061","Leopardus pardalis","T3-4",9.7068,-83.7793,TRUE
"66094","Leopardus pardalis","T3-4",9.7068,-83.7793,TRUE
"66095","Leopardus pardalis","T3-4",9.7068,-83.7793,TRUE
"66152","Leopardus pardalis","T3-4",9.7068,-83.7793,TRUE
"66153","Leopardus pardalis","T3-4",9.7068,-83.7793,TRUE
"66156","Leopardus pardalis","T3-4",9.7068,-83.7793,TRUE
"66157","Leopardus pardalis","T3-4",9.7068,-83.7793,TRUE
"66747","Leopardus pardalis","T5-6",9.69,-83.7591,TRUE
"66759","Leopardus pardalis","T5-6",9.69,-83.7591,TRUE
"66761","Leopardus pardalis","T5-6",9.69,-83.7591,TRUE
"67208","Leopardus pardalis","T5-6",9.7068,-83.7793,TRUE
"67217","Leopardus pardalis","T5-6",9.7068,-83.7793,TRUE
"67248","Leopardus pardalis","T5-6",9.7068,-83.7793,TRUE
"67273","Leopardus pardalis","T5-6",9.69,-83.7591,TRUE
"67285","Leopardus pardalis","T5-6",9.69,-83.7591,TRUE
"67288","Leopardus pardalis","T5-6",9.69,-83.7591,TRUE
"67292","Leopardus pardalis","T5-6",9.69,-83.7591,TRUE
"67293","Leopardus pardalis","T5-6",9.69,-83.7591,TRUE
"67756","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67762","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67764","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67766","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67769","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67772","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67775","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67780","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67787","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67788","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67794","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67800","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67967","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67972","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67980","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67981","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"67986","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"68012","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"68040","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"68064","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
"68245","Leopardus pardalis","T07-08",9.728,-83.8567,TRUE
