"ID","Project Name","Camera Trap Name","Latitude","Longitude","Sampling Event","Photo Type","Photo Date","Photo time","Raw Name","Class","Order","Family","Genus","Species","Subspecies","Number of Animals","Person Identifying the Photo","Camera Serial Number","Camera Start Date","Camera End Date","Person setting up the Camera","Person picking up the Camera","Camera Manufacturer","Camera Model","Sequence Info","Moon Phase","Temperature","Flash","Organization Name"
"661","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-06-20","12:27:36","06200554.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"662","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-06-21","21:36:40","06210557.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"663","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-06-25","13:44:56","06250565.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"664","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-06-25","13:44:58","06250566.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"665","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-06-25","13:44:59","06250567.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"666","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-06-27","03:21:12","06270568.JPG","MAMMALIA","CARNIVORA","FELIDAE","Panthera","onca","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"667","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-06-27","03:21:13","06270569.JPG","MAMMALIA","CARNIVORA","FELIDAE","Panthera","onca","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"668","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-06-27","03:21:16","06270570.JPG","MAMMALIA","CARNIVORA","FELIDAE","Panthera","onca","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"669","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-01","11:50:23","07010574.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"670","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-01","11:50:25","07010575.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"671","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:13:49","07020578.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"672","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:13:49","07020579.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"673","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:13:50","07020580.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"674","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:13:52","07020581.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"675","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:13:53","07020582.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"676","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:13:54","07020583.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"677","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:13:55","07020584.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"678","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:13:56","07020585.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"679","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:13:58","07020586.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"680","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:13:58","07020587.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"681","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:14:00","07020588.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"682","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:14:01","07020589.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"683","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:14:02","07020590.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"684","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:14:03","07020591.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"685","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:14:04","07020592.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"686","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-02","10:14:05","07020593.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"687","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-09","04:14:50","07090624.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"688","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-09","04:14:56","07090625.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"689","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-09","13:25:25","07090628.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"690","Kamuk 2021 (March-July)","K04","9.18999","-83.06283","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-07-20","07:43:48","07200640.JPG","MAMMALIA","PRIMATES","HOMINIDAE","Homo","sapiens","","1","Emily Bohnet","K04","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"691","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-19","10:20:02","03190092.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"692","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:23:52","03200095.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"693","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:23:54","03200096.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"694","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:23:55","03200097.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"695","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:23:56","03200098.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"696","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:23:56","03200099.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"697","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:23:57","03200100.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"698","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:23:58","03200101.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"699","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:23:59","03200102.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"700","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:23:59","03200103.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"701","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:51:03","03200104.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"702","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:51:05","03200105.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"703","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:51:06","03200106.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"704","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:51:07","03200107.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"705","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:51:07","03200108.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"706","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:51:08","03200109.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"707","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:51:09","03200110.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"708","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:51:10","03200111.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"709","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","00:51:10","03200112.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"710","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","02:17:37","03200113.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"711","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","02:17:40","03200114.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"712","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","02:17:40","03200115.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"713","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","02:17:41","03200116.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"714","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-20","02:17:41","03200117.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"715","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Unidentifiable","2021-03-30","03:13:33","03300230.JPG","","","","","","","","","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"716","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-30","22:03:20","03300231.JPG","MAMMALIA","LAGOMORPHA","LEPORIDAE","Sylvilagus","dicei","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"717","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-05","12:19:11","04050326.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"718","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-05","12:19:13","04050327.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"719","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-05","12:19:17","04050332.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"720","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-05","12:19:18","04050333.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"721","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-05","12:19:19","04050334.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"722","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-05","12:19:20","04050335.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"723","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-05","12:19:21","04050336.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"724","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-05","12:19:21","04050337.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"725","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-05","12:19:22","04050338.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"726","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-05","12:19:23","04050339.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"727","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-05","12:19:24","04050340.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"728","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-05","12:19:25","04050341.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"729","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-05","12:19:25","04050342.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"730","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-07","09:05:56","04070343.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"731","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-07","09:05:59","04070344.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"732","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-07","09:06:00","04070345.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"733","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-07","09:06:00","04070346.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"734","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-07","12:27:07","04070349.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"735","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-07","12:27:09","04070350.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"736","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-07","12:27:09","04070351.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"737","Kamuk 2021 (March-July)","K05a","9.20264","-83.05823","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-07","12:27:10","04070352.JPG","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Mazama","americana","","1","Emily Bohnet","K05a","2021-03-08","2021-07-20","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
