"ID","Project Name","Camera Trap Name","Latitude","Longitude","Sampling Event","Photo Type","Photo Date","Photo time","Raw Name","Class","Order","Family","Genus","Species","Subspecies","Number of Animals","Person Identifying the Photo","Camera Serial Number","Camera Start Date","Camera End Date","Person setting up the Camera","Person picking up the Camera","Camera Manufacturer","Camera Model","Sequence Info","Moon Phase","Temperature","Flash","Organization Name"
"1","Kamuk 2021 (March-July)","K01","9.14067","-83.0672","Wet Season 2021 (03.08-07.21.2021)","Blank","2021-03-27","14:03:13","03270051.JPG","","","","","","","","","K01","2021-03-08","2021-03-27","","","Bushnell","Trophy Cam HD","","","","0","Mooring Research"
"2","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","20:32:30","03240202.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"3","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","20:32:31","03240203.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"4","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","20:32:32","03240204.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"5","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","20:32:36","03240205.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"6","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","20:32:37","03240206.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"7","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","20:32:38","03240207.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"8","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","20:32:40","03240208.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"9","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","20:32:41","03240209.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"10","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","20:32:42","03240210.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"11","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","20:32:45","03240211.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"12","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","20:32:46","03240212.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"13","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:35","03240217.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"14","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:36","03240218.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"15","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:37","03240219.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"16","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:40","03240220.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"17","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:41","03240221.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"18","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:42","03240222.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"19","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:45","03240223.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"20","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:46","03240224.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"21","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:46","03240225.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"22","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:50","03240226.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"23","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:51","03240227.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"24","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:52","03240228.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"25","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:54","03240229.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"26","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:55","03240230.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"27","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:56","03240231.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"28","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:39:59","03240232.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"29","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:40:00","03240233.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"30","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:40:01","03240234.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"31","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:40:04","03240235.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"32","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:40:05","03240236.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"33","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:40:06","03240237.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"34","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:40:08","03240238.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"35","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:40:09","03240239.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"36","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:40:10","03240240.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"37","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:40:13","03240241.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"38","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-24","23:40:14","03240242.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"39","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-25","00:53:43","03250248.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"40","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-25","00:53:44","03250249.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"41","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-25","00:53:48","03250250.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"42","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-25","00:53:48","03250251.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"43","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-25","00:53:49","03250252.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"44","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-25","00:53:52","03250253.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"45","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-25","00:53:53","03250254.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"46","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-03-25","00:53:54","03250255.JPG","MAMMALIA","PERISSODACTYLA","TAPIRIDAE","Tapirus","bairdii","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"47","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Unidentifiable","2021-04-01","19:59:49","04010427.JPG","","","","","","","","","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"48","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Unidentifiable","2021-04-01","19:59:50","04010428.JPG","","","","","","","","","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"49","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Unidentifiable","2021-04-01","19:59:51","04010429.JPG","","","","","","","","","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"50","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-08","03:56:59","04080499.JPG","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","tigrinus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"51","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-08","03:57:00","04080500.JPG","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","tigrinus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"52","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-08","03:57:01","04080501.JPG","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","tigrinus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"53","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-09","04:25:24","04090505.JPG","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","tigrinus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"54","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-09","04:25:25","04090506.JPG","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","tigrinus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"55","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-09","04:25:26","04090507.JPG","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","tigrinus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"56","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:02:05","04100529.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"57","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:02:05","04100530.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"58","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:02:06","04100531.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"59","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:02:09","04100532.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"60","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:02:10","04100533.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"61","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:02:11","04100534.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"62","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:03:20","04100535.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"63","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:03:21","04100536.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"64","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:03:22","04100537.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"65","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:03:28","04100538.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"66","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:03:29","04100539.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"67","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:03:30","04100540.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"68","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:03:35","04100541.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"69","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:03:36","04100542.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"70","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","03:03:37","04100543.JPG","MAMMALIA","RODENTIA","ERETHIZONTIDAE","Sphiggurus","mexicanus","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"71","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","05:01:12","04100544.JPG","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","pardalis","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"72","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","05:01:13","04100545.JPG","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","pardalis","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"73","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","05:01:14","04100546.JPG","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","pardalis","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"74","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","05:01:17","04100547.JPG","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","pardalis","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"75","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","05:01:18","04100548.JPG","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","pardalis","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"76","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","05:01:19","04100549.JPG","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","pardalis","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
"77","Kamuk 2021 (March-July)","K02a","9.15883","-83.06502","Wet Season 2021 (03.08-07.21.2021)","Animal","2021-04-10","05:01:22","04100550.JPG","MAMMALIA","CARNIVORA","FELIDAE","Leopardus","pardalis","","1","Emily Bohnet","K02a","2021-03-08","2021-07-17","","","Bushnell","Trophy Cam HD","","","","16","Mooring Research"
