"station","species","date","hour"
"K09","Tapirus bairdii","12/27/19","23:24:54"
"K09","Tapirus bairdii","12/31/19","21:33:57"
"K09","Tapirus bairdii","2/19/20","23:06:49"
"K09","Tapirus bairdii","2/22/20","23:12:11"
"K09","Tapirus bairdii","4/14/20","6:34:11"
"K09","Tapirus bairdii","4/27/20","21:37:37"
"K09","Tapirus bairdii","5/2/20","14:59:43"
"K09","Tapirus bairdii","7/3/20","2:41:22"
"K09","Tapirus bairdii","7/19/20","2:08:46"
"K09","Tapirus bairdii","8/12/20","23:48:51"
"K09","Tapirus bairdii","8/19/20","2:51:42"
"K09","Tapirus bairdii","10/23/20","6:04:35"
"K09","Tapirus bairdii","11/12/20","8:36:50"
"K09","Tapirus bairdii","11/19/20","14:21:05"
"K09","Tapirus bairdii","1/5/21","21:58:24"
"K09","Tapirus bairdii","1/18/21","18:13:05"
"K09","Tapirus bairdii","1/23/21","16:17:38"
"K09","Tapirus bairdii","1/25/21","20:35:01"
"K09","Tapirus bairdii","1/27/21","9:34:02"
"K09","Tapirus bairdii","2/3/21","20:03:16"
"K09","Tapirus bairdii","2/7/21","18:20:51"
"K09","Tapirus bairdii","2/10/21","7:08:15"
"K09","Tapirus bairdii","2/15/21","16:54:43"
"K09","Tapirus bairdii","2/22/21","1:17:02"
"K09","Tapirus bairdii","2/24/21","12:04:57"
"K09","Tapirus bairdii","2/26/21","4:08:59"
"K09","Tapirus bairdii","2/27/21","8:19:26"
"K09","Tapirus bairdii","3/3/21","5:03:34"
"K09","Tapirus bairdii","3/4/21","17:05:37"
"K10","Tapirus bairdii","7/20/18","23:36:22"
"K10","Tapirus bairdii","8/3/18","20:35:10"
"K10","Tapirus bairdii","8/30/18","17:49:50"
"K10","Tapirus bairdii","9/1/18","23:20:52"
"K10","Tapirus bairdii","5/12/19","22:52:04"
"K10","Tapirus bairdii","6/21/19","21:23:26"
"K10","Tapirus bairdii","6/27/19","19:01:20"
"K10","Tapirus bairdii","6/30/19","16:02:34"
"K10","Tapirus bairdii","7/2/19","17:02:09"
"K10","Tapirus bairdii","7/8/19","2:30:21"
"K10","Tapirus bairdii","7/17/19","17:11:19"
"K10","Tapirus bairdii","7/30/19","1:09:38"
"K10","Tapirus bairdii","8/8/19","18:09:59"
"K10","Tapirus bairdii","8/25/19","4:50:49"
"K10","Tapirus bairdii","9/7/19","4:14:38"
"K10","Tapirus bairdii","9/8/19","15:56:18"
"K10","Tapirus bairdii","9/10/19","0:01:53"
"K10","Tapirus bairdii","9/20/19","5:12:31"
"K10","Tapirus bairdii","10/18/19","11:22:04"
"K10","Tapirus bairdii","11/11/19","21:37:18"
"K10","Tapirus bairdii","11/18/19","10:44:29"
"K10","Tapirus bairdii","11/21/19","19:01:53"
"K10","Tapirus bairdii","1/13/20","3:45:01"
"K10","Tapirus bairdii","1/21/20","1:19:05"
"K10","Tapirus bairdii","2/3/20","21:12:17"
"K10","Tapirus bairdii","7/24/20","5:59:54"
"K10","Tapirus bairdii","7/25/20","21:47:11"
"K10","Tapirus bairdii","8/7/20","4:39:59"
"K10","Tapirus bairdii","8/11/20","23:47:15"
"K10","Tapirus bairdii","8/16/20","5:48:37"
"K10","Tapirus bairdii","8/20/20","5:05:07"
"K10","Tapirus bairdii","8/25/20","6:45:00"
"K10","Tapirus bairdii","9/6/20","13:12:33"
"K10","Tapirus bairdii","9/15/20","15:25:16"
"K10","Tapirus bairdii","9/17/20","16:50:45"
"K10","Tapirus bairdii","9/26/20","19:57:45"
"K10","Tapirus bairdii","10/26/20","15:11:07"
"K10","Tapirus bairdii","10/29/20","20:00:01"
"K10","Tapirus bairdii","11/6/20","16:22:11"
"K10","Tapirus bairdii","11/12/20","20:54:04"
"K10","Tapirus bairdii","12/6/20","17:51:35"
"K10","Tapirus bairdii","1/3/21","21:22:54"
"PILA01","Tapirus bairdii","9/1/17","17:48:00"
"PILA01","Tapirus bairdii","10/8/17","20:05:30"
"PILA01","Tapirus bairdii","1/16/18","4:39:36"
"PILA01","Tapirus bairdii","8/1/18","2:31:38"
"PILA01","Tapirus bairdii","8/2/18","4:56:32"
"PILA01","Tapirus bairdii","12/27/18","8:31:05"
"PILA02","Tapirus bairdii","6/20/17","22:34:28"
"PILA02","Tapirus bairdii","7/18/17","22:43:38"
"PILA02","Tapirus bairdii","8/12/17","2:24:23"
"PILA02","Tapirus bairdii","9/12/17","4:09:49"
"PILA02","Tapirus bairdii","9/17/17","22:50:31"
"PILA02","Tapirus bairdii","10/25/17","2:45:01"
"PILA02","Tapirus bairdii","12/20/17","11:52:46"
"PILA02","Tapirus bairdii","1/28/18","20:00:55"
"PILA02","Tapirus bairdii","7/5/18","0:38:22"
"PILA02","Tapirus bairdii","12/22/19","1:50:53"
"PILA02","Tapirus bairdii","12/28/19","19:05:52"
"PILA02","Tapirus bairdii","1/15/20","17:47:02"
"PILA02","Tapirus bairdii","2/19/20","17:02:55"
"PILA02","Tapirus bairdii","2/24/20","1:24:02"
"PILA02","Tapirus bairdii","3/4/20","20:41:30"
"PILA02","Tapirus bairdii","4/26/20","21:46:09"
"PILA02","Tapirus bairdii","5/24/20","19:55:10"
"PILA02","Tapirus bairdii","7/5/20","17:44:21"
"PILA02","Tapirus bairdii","8/30/20","18:12:23"
"PILA03","Tapirus bairdii","7/30/17","0:00:00"
"PILA03","Tapirus bairdii","7/4/18","23:52:59"
"PILA03","Tapirus bairdii","10/7/18","21:37:11"
"PILA03","Tapirus bairdii","10/10/18","5:18:34"
"PILA03","Tapirus bairdii","11/1/18","0:32:05"
"PILA03","Tapirus bairdii","12/16/18","1:36:15"
"PILA03","Tapirus bairdii","9/13/20","22:59:23"
"PILA04","Tapirus bairdii","6/30/17","1:06:28"
"PILA04","Tapirus bairdii","7/25/17","1:54:35"
"PILA04","Tapirus bairdii","7/30/17","5:46:04"
"PILA04","Tapirus bairdii","8/7/17","4:39:36"
"PILA04","Tapirus bairdii","9/9/17","0:50:25"
"PILA04","Tapirus bairdii","9/30/17","2:17:31"
"PILA04","Tapirus bairdii","10/22/17","18:17:47"
"PILA04","Tapirus bairdii","10/30/17","0:00:00"
"PILA04","Tapirus bairdii","11/3/17","17:29:40"
"PILA04","Tapirus bairdii","12/5/17","17:52:35"
"PILA04","Tapirus bairdii","12/19/17","23:34:04"
"PILA04","Tapirus bairdii","1/6/18","20:58:13"
"PILA04","Tapirus bairdii","6/12/18","1:27:38"
"PILA04","Tapirus bairdii","7/3/18","21:48:23"
"PILA04","Tapirus bairdii","9/20/18","15:25:37"
"PILA04","Tapirus bairdii","5/8/19","1:43:08"
"PILA04","Tapirus bairdii","5/27/19","19:56:20"
"PILA04","Tapirus bairdii","6/1/19","20:33:00"
"PILA04","Tapirus bairdii","6/7/19","2:15:13"
"PILA04","Tapirus bairdii","6/15/19","3:01:03"
"PILA04","Tapirus bairdii","6/20/19","18:59:02"
"PILA04","Tapirus bairdii","5/12/20","4:45:07"
"PILA04","Tapirus bairdii","5/16/20","3:21:43"
"PILA04","Tapirus bairdii","5/23/20","3:06:22"
"PILA04","Tapirus bairdii","5/25/20","14:01:47"
"PILA04","Tapirus bairdii","6/4/20","4:31:27"
"PILA04","Tapirus bairdii","9/21/20","22:16:54"
"PILA04","Tapirus bairdii","9/24/20","7:05:54"
"PILA05","Tapirus bairdii","7/21/17","2:42:43"
"PILA05","Tapirus bairdii","8/13/17","22:39:03"
"PILA05","Tapirus bairdii","9/14/17","23:04:16"
"PILA05","Tapirus bairdii","10/23/17","0:13:01"
"PILA05","Tapirus bairdii","11/7/17","18:20:05"
"PILA05","Tapirus bairdii","4/28/18","21:09:40"
"PILA05","Tapirus bairdii","6/12/18","1:54:04"
"PILA05","Tapirus bairdii","7/4/18","22:42:21"
"PILA05","Tapirus bairdii","7/9/18","20:47:39"
"PILA05","Tapirus bairdii","7/10/18","23:09:46"
"PILA05","Tapirus bairdii","8/30/18","1:33:10"
"PILA05","Tapirus bairdii","10/27/18","23:20:19"
"PILA05","Tapirus bairdii","11/1/18","21:57:48"
"PILA05","Tapirus bairdii","11/3/18","1:59:11"
"PILA05","Tapirus bairdii","12/12/18","17:31:57"
"PILA05","Tapirus bairdii","5/20/19","17:18:12"
"PILA05","Tapirus bairdii","5/21/19","17:31:57"
"PILA05","Tapirus bairdii","5/28/19","3:01:03"
"PILA05","Tapirus bairdii","5/30/19","22:11:33"
"PILA05","Tapirus bairdii","6/10/19","1:52:18"
"PILA05","Tapirus bairdii","11/26/19","18:44:07"
"PILA05","Tapirus bairdii","7/18/20","22:34:58"
"PILA05","Tapirus bairdii","7/21/20","21:12:04"
"PILA05","Tapirus bairdii","9/22/20","19:17:11"
"PILA06","Tapirus bairdii","10/8/18","18:13:12"
"PILA06","Tapirus bairdii","2/11/19","2:45:01"
"PILA06","Tapirus bairdii","3/7/19","23:20:19"
"PILA06","Tapirus bairdii","12/22/19","1:49:08"
"PILA06","Tapirus bairdii","4/3/20","22:05:30"
"PILA06","Tapirus bairdii","5/1/20","22:21:24"
"PILA06","Tapirus bairdii","5/15/20","22:36:07"
"PILA06","Tapirus bairdii","8/13/20","2:30:26"
"PILA07","Tapirus bairdii","1/30/20","18:29:28"
"PILA07","Tapirus bairdii","2/1/20","21:46:10"
"PILA07","Tapirus bairdii","4/10/20","19:13:55"
"PILA07","Tapirus bairdii","5/6/20","18:01:07"
"PILA07","Tapirus bairdii","6/22/20","22:46:22"
"PILA08","Tapirus bairdii","8/6/18","2:40:05"
"PILA08","Tapirus bairdii","3/5/19","19:47:10"
"PILA08","Tapirus bairdii","12/19/19","1:19:02"
"PILA08","Tapirus bairdii","1/25/20","19:25:23"
"PILA08","Tapirus bairdii","4/10/20","9:59:35"
"PILA08","Tapirus bairdii","4/11/20","22:50:55"
"PILA08","Tapirus bairdii","9/11/20","22:22:18"
"PILA09","Tapirus bairdii","12/26/18","16:34:39"
"PILA09","Tapirus bairdii","3/9/20","16:59:07"
"PILA09","Tapirus bairdii","4/24/20","19:06:15"
"PILA09","Tapirus bairdii","4/26/20","21:43:16"
"PILA10","Tapirus bairdii","9/3/18","0:55:22"
"PILA10","Tapirus bairdii","10/1/18","5:46:04"
"PILA10","Tapirus bairdii","12/15/18","3:56:04"
"PILA10","Tapirus bairdii","6/7/19","19:54:03"
"PILA10","Tapirus bairdii","12/16/19","19:08:01"
"PILA10","Tapirus bairdii","1/17/20","4:46:47"
"PILA10","Tapirus bairdii","2/20/20","0:28:34"
"PILA10","Tapirus bairdii","4/22/20","4:13:08"
"PILA10","Tapirus bairdii","4/24/20","12:45:52"
"PILA10","Tapirus bairdii","8/17/20","18:00:21"
"PILA10","Tapirus bairdii","8/24/20","8:29:48"
"PILA10","Tapirus bairdii","8/27/20","16:22:46"
"PILA10","Tapirus bairdii","9/14/20","17:37:39"
"CBQTC5","Tayassu pecari","6/8/19","8:20:05"
"CBQTC8","Tayassu pecari","2/13/20","10:02:37"
"CBQTC8","Tayassu pecari","3/19/20","11:37:08"
