,Camr_Nm,Species,Date,Time
4984,CBQTC8,Pecari tajacu,4/18/19,6:38:53
5002,CBQTC8,Pecari tajacu,4/21/19,11:50:58
5011,CBQTC8,Pecari tajacu,11/9/19,16:21:50
5022,CBQTC8,Pecari tajacu,11/14/19,10:35:47
5025,CBQTC8,Pecari tajacu,12/12/19,8:04:52
5028,CBQTC8,Pecari tajacu,12/29/19,17:58:22
5034,CBQTC8,Pecari tajacu,1/31/20,14:32:58
5036,CBQTC8,Pecari tajacu,5/22/20,14:25:03
5045,CBQTC8,Pecari tajacu,11/10/20,21:40:45
5052,CBQTC8,Pecari tajacu,12/20/20,15:54:16
5064,CBQTC8,Pecari tajacu,12/21/20,19:06:50
5074,CBQTC8,Pecari tajacu,1/25/21,9:09:14
5086,CBQTC8,Pecari tajacu,2/20/21,7:02:48
5101,CBQTC8,Pecari tajacu,3/15/21,16:02:09
5108,CBQTC8,Pecari tajacu,4/9/21,13:49:38
5129,CBQTC8,Philander opossum,6/5/20,2:53:14
5132,CBQTC8,Philander opossum,6/6/20,18:08:04
5134,CBQTC8,Philander opossum,6/16/20,18:54:19
5136,CBQTC8,Philander opossum,7/3/20,17:57:13
5137,CBQTC8,Philander opossum,7/5/20,2:41:37
5140,CBQTC8,Philander opossum,7/19/20,18:39:38
5143,CBQTC8,Puma concolor,1/7/17,9:18:23
5149,CBQTC8,Puma concolor,1/12/17,8:16:14
5152,CBQTC8,Puma concolor,12/16/19,1:23:46
5158,CBQTC8,Puma concolor,12/19/19,0:13:40
5161,CBQTC8,Puma concolor,1/23/20,19:51:33
5164,CBQTC8,Puma concolor,4/16/20,12:48:03
5167,CBQTC8,Puma concolor,2/27/21,10:14:35
5170,CBQTC8,Sylvilagus dicei,3/17/19,23:29:09
5172,CBQTC8,Sylvilagus dicei,3/21/19,0:39:27
5173,CBQTC8,Sylvilagus dicei,4/10/19,20:06:03
5174,CBQTC8,Sylvilagus dicei,10/18/19,18:47:07
5176,CBQTC8,Sylvilagus dicei,11/8/19,22:17:15
5188,CBQTC8,Sylvilagus dicei,3/22/21,18:33:45
5190,CBQTC8,Sylvilagus dicei,4/2/21,18:03:42
5193,CBQTC8,Sylvilagus dicei,4/6/21,4:00:27
5197,CBQTC8,Sylvilagus dicei,4/16/21,5:59:24
5200,CBQTC8,Tapirus bairdii,1/5/17,10:35:00
5202,CBQTC8,Tapirus bairdii,1/14/17,12:28:07
5205,CBQTC8,Tapirus bairdii,12/1/18,18:08:26
5225,CBQTC8,Tapirus bairdii,12/9/18,16:18:19
5237,CBQTC8,Tapirus bairdii,12/27/18,13:59:56
5247,CBQTC8,Tapirus bairdii,2/21/19,19:51:24
5252,CBQTC8,Tapirus bairdii,3/22/19,0:52:12
5256,CBQTC8,Tapirus bairdii,4/9/19,19:03:41
5257,CBQTC8,Tapirus bairdii,4/22/19,5:27:28
5263,CBQTC8,Tapirus bairdii,10/30/19,17:03:24
5264,CBQTC8,Tapirus bairdii,2/5/20,3:10:37
5292,CBQTC8,Tapirus bairdii,3/29/20,16:34:34
5294,CBQTC8,Tapirus bairdii,6/18/20,23:05:29
5331,CBQTC8,Tapirus bairdii,6/22/20,17:37:38
5346,CBQTC8,Tapirus bairdii,6/29/20,3:33:36
5382,CBQTC8,Tapirus bairdii,7/6/20,23:55:23
5394,CBQTC8,Tapirus bairdii,7/12/20,2:46:32
5427,CBQTC8,Tapirus bairdii,8/2/20,3:51:49
5433,CBQTC8,Tapirus bairdii,10/10/20,19:42:08
5436,CBQTC8,Tapirus bairdii,12/31/20,18:46:54
5443,CBQTC8,Tapirus bairdii,2/21/21,16:48:48
5446,CBQTC8,Tapirus bairdii,2/26/21,18:20:12
5449,CBQTC8,Tapirus bairdii,3/1/21,19:03:28
5454,CBQTC8,Tapirus bairdii,3/27/21,1:13:56
5460,CBQTC8,Tapirus bairdii,4/16/21,4:01:27
5464,CBQTC8,Tayassu pecari,2/13/20,10:02:37
5470,CBQTC8,Tayassu pecari,3/19/20,11:37:08
5473,K01,Canis latrans,11/18/19,6:10:45
5475,K01,Canis latrans,1/16/20,5:08:17
5476,K01,Canis latrans,1/26/20,5:18:30
5478,K01,Conepatus semistriatus,11/26/18,3:27:30
13909,K01,Conepatus semistriatus,1/27/19,20:46:32
13895,K01,Conepatus semistriatus,1/29/19,5:03:48
13900,K01,Conepatus semistriatus,1/31/19,19:40:18
5480,K01,Conepatus semistriatus,12/20/19,4:44:55
5481,K01,Conepatus semistriatus,6/8/20,23:25:22
5483,K01,Conepatus semistriatus,10/14/20,2:02:14
13737,K01,Cuniculus paca,3/24/19,20:12:23
5491,K01,Cuniculus paca,4/28/19,21:29:01
5493,K01,Cuniculus paca,4/30/19,21:19:45
5495,K01,Cuniculus paca,5/4/19,23:37:05
5496,K01,Cuniculus paca,5/8/19,21:25:18
5497,K01,Cuniculus paca,4/17/20,20:45:02
5527,K01,Cuniculus paca,5/14/20,22:00:26
5533,K01,Dasyprocta punctata,11/21/20,9:23:49
13657,K01,Didelphis marsupialis,12/4/19,23:34:04
13662,K01,Didelphis marsupialis,12/7/19,4:02:56
13649,K01,Didelphis marsupialis,12/14/19,23:06:33
13650,K01,Didelphis marsupialis,12/19/19,4:16:41
13651,K01,Didelphis marsupialis,12/20/19,4:44:11
13605,K01,Didelphis marsupialis,1/3/20,20:37:35
13603,K01,Didelphis marsupialis,1/6/20,23:50:06
13604,K01,Didelphis marsupialis,1/11/20,18:17:47
5534,K01,Eira barbara,12/11/18,10:04:55
5535,K01,Eira barbara,10/14/20,13:02:13
5536,K01,Eira barbara,11/2/20,12:39:28
13823,K01,Leopardus pardalis,1/8/19,12:17:58
13729,K01,Leopardus pardalis,3/13/19,19:12:47
13708,K01,Leopardus tigrinus oncilla,11/2/18,17:19:11
13673,K01,Mazama temama,10/16/18,14:54:01
5541,K01,Mazama temama,4/16/19,12:31:00
5544,K01,Mazama temama,7/15/19,19:39:56
5548,K01,Mazama temama,8/20/19,13:18:52
5550,K01,Mazama temama,9/29/20,5:40:43
5585,K01,Nasua narica,12/11/18,10:03:26
5591,K01,Nasua narica,12/19/19,8:09:21
5593,K01,Nasua narica,3/22/20,7:36:33
5597,K01,Nasua narica,7/19/20,15:49:27
5599,K01,Nasua narica,10/10/20,13:14:42
5602,K01,Nasua narica,11/5/20,9:40:50
5612,K01,Nasua narica,1/2/21,7:45:54
5616,K01,Nasua narica,1/21/21,15:38:06
13721,K01,Panthera onca,3/13/19,19:12:47
13714,K01,Panthera onca,4/2/19,18:38:25
13720,K01,Panthera onca,4/5/19,9:28:22
13723,K01,Panthera onca,4/15/19,18:47:35
5642,K01,Panthera onca,4/25/19,16:49:39
5644,K01,Panthera onca,5/20/19,3:44:37
5648,K01,Panthera onca,7/16/19,5:55:13
13619,K01,Panthera onca,8/22/19,22:25:18
13620,K01,Panthera onca,8/27/19,0:18:20
13607,K01,Panthera onca,11/30/19,17:57:10
5672,K01,Panthera onca,12/26/19,10:38:39
5677,K01,Panthera onca,3/23/20,19:56:02
5684,K01,Panthera onca,4/1/20,0:59:47
5688,K01,Panthera onca,4/4/20,20:26:53
5701,K01,Panthera onca,5/1/20,8:04:41
5706,K01,Panthera onca,5/5/20,7:42:30
5709,K01,Panthera onca,6/17/20,2:16:00
5713,K01,Panthera onca,8/5/20,3:58:36
5716,K01,Panthera onca,9/3/20,16:58:28
5722,K01,Panthera onca,9/4/20,19:02:20
5724,K01,Panthera onca,11/14/20,19:16:14
5725,K01,Panthera onca,1/6/21,23:54:16
5727,K01,Panthera onca,2/12/21,2:27:10
5728,K01,Panthera onca,2/13/21,23:44:11
13710,K01,Pecari tajacu,12/6/18,8:30:45
5741,K01,Puma concolor,11/18/18,6:38:19
5747,K01,Puma concolor,12/8/18,21:57:39
13862,K01,Puma concolor,2/27/19,11:16:05
5750,K01,Puma concolor,5/15/19,0:23:19
5752,K01,Puma concolor,6/11/19,9:01:52
5757,K01,Puma concolor,2/18/20,19:38:56
5760,K01,Puma concolor,2/25/20,18:45:37
5763,K01,Puma concolor,2/27/20,6:34:46
5772,K01,Puma concolor,3/1/20,7:56:08
5787,K01,Puma concolor,3/13/20,5:38:49
5809,K01,Puma concolor,5/28/20,4:34:04
5818,K01,Puma concolor,8/6/20,18:04:54
5820,K01,Puma concolor,9/2/20,17:22:24
5833,K01,Sylvilagus dicei,1/23/20,4:54:34
5836,K01,Sylvilagus dicei,2/5/20,20:51:29
5838,K01,Sylvilagus dicei,3/9/20,22:31:54
5840,K01,Sylvilagus dicei,3/23/20,1:02:47
5841,K01,Sylvilagus dicei,5/8/20,0:45:37
5844,K01,Sylvilagus dicei,2/15/21,2:33:19
5845,K01,Sylvilagus dicei,2/22/21,20:17:19
13685,K01,Tapirus bairdii,12/15/18,21:36:18
13852,K01,Tapirus bairdii,1/4/19,20:51:20
13916,K01,Tapirus bairdii,1/11/19,18:13:12
13821,K01,Tapirus bairdii,2/3/19,0:50:25
13760,K01,Tapirus bairdii,4/6/19,22:34:28
13645,K01,Tapirus bairdii,6/27/19,2:56:28
5858,K01,Tapirus bairdii,6/28/19,19:09:39
13634,K01,Tapirus bairdii,7/18/19,21:14:15
13661,K01,Tapirus bairdii,8/12/19,19:40:18
13647,K01,Tapirus bairdii,11/23/19,21:11:58
5874,K01,Tapirus bairdii,2/29/20,0:47:09
5876,K01,Tapirus bairdii,3/20/20,18:39:50
5885,K01,Tapirus bairdii,3/23/20,1:35:42
5886,K01,Tapirus bairdii,3/27/20,22:28:47
5914,K01,Tapirus bairdii,3/30/20,20:30:59
5926,K01,Tapirus bairdii,4/1/20,5:16:18
5931,K01,Tapirus bairdii,6/27/20,1:56:17
5943,K01,Tapirus bairdii,8/12/20,2:14:55
5978,K01,Tapirus bairdii,10/7/20,4:28:08
16410,K02,Bassaricyon gabbii,9/15/19,19:47:10
16594,K02,Bassariscus sumichrasti,10/21/18,17:31:56
7004,K02,Bassariscus sumichrasti,12/2/20,23:33:23
5987,K02,Canis latrans,11/24/18,4:11:26
6274,K02,Canis latrans,12/23/20,21:30:45
16693,K02,Coendou mexicanus,8/5/18,1:12:10
16607,K02,Coendou mexicanus,8/18/18,21:49:47
16765,K02,Coendou mexicanus,9/10/18,7:49:44
16696,K02,Coendou mexicanus,9/20/18,23:08:56
16589,K02,Coendou mexicanus,9/28/18,18:03:26
16913,K02,Coendou mexicanus,1/14/19,3:04:58
16920,K02,Coendou mexicanus,2/8/19,0:13:45
16897,K02,Coendou mexicanus,2/21/19,21:50:56
5995,K02,Coendou mexicanus,2/25/19,22:18:19
16907,K02,Coendou mexicanus,3/1/19,2:03:46
5997,K02,Coendou mexicanus,3/22/19,20:34:15
6004,K02,Coendou mexicanus,4/4/19,0:03:56
16454,K02,Coendou mexicanus,7/2/19,0:50:25
6280,K02,Coendou mexicanus,7/13/19,22:43:27
6282,K02,Coendou mexicanus,7/17/19,20:34:57
6285,K02,Coendou mexicanus,7/20/19,22:25:15
16547,K02,Coendou mexicanus,7/23/19,20:07:48
16538,K02,Coendou mexicanus,8/26/19,21:41:46
16553,K02,Coendou mexicanus,10/15/19,19:15:05
16555,K02,Coendou mexicanus,12/7/19,4:39:36
6302,K02,Coendou mexicanus,12/10/19,20:48:42
16483,K02,Coendou mexicanus,12/12/19,18:31:32
16485,K02,Coendou mexicanus,12/14/19,18:01:45
6309,K02,Coendou mexicanus,11/11/20,23:31:51
7011,K02,Coendou mexicanus,11/22/20,18:43:26
7012,K02,Coendou mexicanus,11/28/20,1:00:07
7017,K02,Coendou mexicanus,12/5/20,19:56:16
7021,K02,Coendou mexicanus,12/14/20,23:00:24
7027,K02,Coendou mexicanus,12/19/20,1:57:29
7031,K02,Coendou mexicanus,2/25/21,22:08:05
16906,K02,Conepatus semistriatus,3/3/19,23:15:17
16182,K02,Conepatus semistriatus,9/11/19,19:01:20
6006,K02,Didelphis marsupialis,3/2/19,19:30:55
16666,K02,Eira barbara,8/24/18,11:53:49
16646,K02,Eira barbara,9/4/18,16:30:24
16189,K02,Eira barbara,9/24/19,11:25:15
6327,K02,Eira barbara,6/9/20,12:32:21
16777,K02,Herpailurus yaguarondi,7/28/18,1:19:43
6328,K02,Herpailurus yaguarondi,9/24/19,11:24:12
16655,K02,Leopardus tigrinus oncilla,8/26/18,2:50:29
16652,K02,Leopardus tigrinus oncilla,10/7/18,12:41:41
16411,K02,Leopardus tigrinus oncilla,8/7/19,4:37:19
16412,K02,Leopardus tigrinus oncilla,11/30/19,11:32:08
6373,K02,Leopardus tigrinus oncilla,3/26/20,6:43:22
7039,K02,Leopardus tigrinus oncilla,2/18/21,1:46:58
6007,K02,Mazama temama,11/17/18,6:42:12
6019,K02,Mazama temama,11/22/18,16:40:05
16288,K02,Mazama temama,7/3/19,16:16:19
16290,K02,Mazama temama,9/23/19,8:26:30
16293,K02,Mazama temama,10/1/19,8:19:37
16296,K02,Mazama temama,10/21/19,10:16:30
16299,K02,Mazama temama,11/4/19,0:27:30
16303,K02,Mazama temama,11/19/19,0:32:05
16507,K02,Mazama temama,1/9/20,18:15:30
6333,K02,Mazama temama,3/6/20,3:37:13
7042,K02,Nasua narica,7/22/20,16:06:20
16760,K02,Panthera onca,7/25/18,8:31:39
16688,K02,Panthera onca,7/28/18,6:10:08
16587,K02,Panthera onca,7/31/18,16:40:59
16626,K02,Panthera onca,8/2/18,6:42:49
16741,K02,Panthera onca,8/5/18,17:47:38
16657,K02,Panthera onca,8/14/18,18:13:14
16701,K02,Panthera onca,9/4/18,15:31:17
16762,K02,Panthera onca,9/23/18,16:42:50
16602,K02,Panthera onca,9/29/18,3:13:20
16716,K02,Panthera onca,10/19/18,5:36:11
6020,K02,Panthera onca,11/6/18,4:25:19
6023,K02,Panthera onca,11/18/18,6:35:49
6028,K02,Panthera onca,11/22/18,13:16:30
16903,K02,Panthera onca,2/5/19,13:47:21
16930,K02,Panthera onca,2/13/19,17:15:54
6034,K02,Panthera onca,3/12/19,17:40:02
6036,K02,Panthera onca,4/2/19,21:33:52
16801,K02,Panthera onca,4/14/19,23:45:31
6040,K02,Panthera onca,5/29/19,13:38:14
16332,K02,Panthera onca,6/29/19,15:53:24
16333,K02,Panthera onca,7/7/19,7:56:42
16336,K02,Panthera onca,10/14/19,9:16:55
16339,K02,Panthera onca,10/17/19,6:06:42
16462,K02,Panthera onca,11/21/19,4:32:44
6383,K02,Panthera onca,11/29/19,11:54:58
6388,K02,Panthera onca,11/30/19,17:15:23
6389,K02,Panthera onca,12/16/19,16:07:01
6390,K02,Panthera onca,1/25/20,18:38:14
6392,K02,Panthera onca,2/3/20,7:58:35
6393,K02,Panthera onca,4/2/20,5:43:54
6396,K02,Panthera onca,6/12/20,10:48:36
6398,K02,Panthera onca,6/26/20,17:07:17
6400,K02,Panthera onca,7/10/20,6:51:35
6401,K02,Panthera onca,9/8/20,11:08:05
6041,K02,Panthera onca,9/23/20,6:15:28
6050,K02,Panthera onca,10/6/20,5:36:13
6061,K02,Panthera onca,10/30/20,6:28:40
7070,K02,Panthera onca,12/16/20,17:37:25
6070,K02,Pecari tajacu,11/24/18,8:36:32
6105,K02,Pecari tajacu,3/30/19,13:35:26
6106,K02,Pecari tajacu,4/8/19,8:00:29
6108,K02,Pecari tajacu,6/5/19,7:15:26
6114,K02,Puma concolor,1/24/19,16:43:42
16792,K02,Puma concolor,4/6/19,16:25:29
6116,K02,Puma concolor,4/25/19,13:35:28
6117,K02,Puma concolor,6/8/19,4:39:36
16451,K02,Puma concolor,7/25/19,5:04:49
16224,K02,Puma concolor,8/6/19,14:35:29
16225,K02,Puma concolor,8/14/19,9:35:15
16227,K02,Puma concolor,10/15/19,22:00:06
16241,K02,Puma concolor,10/22/19,7:31:29
16230,K02,Puma concolor,11/3/19,20:07:48
6423,K02,Puma concolor,3/1/20,18:03:20
6436,K02,Puma concolor,3/13/20,7:02:06
6439,K02,Puma concolor,4/11/20,18:04:04
6449,K02,Puma concolor,4/30/20,9:38:31
6451,K02,Puma concolor,5/21/20,11:54:33
6452,K02,Puma concolor,6/10/20,6:08:21
6453,K02,Puma concolor,7/8/20,6:09:06
6455,K02,Puma concolor,7/12/20,17:48:34
6118,K02,Puma concolor,10/11/20,3:59:07
7084,K02,Puma concolor,12/8/20,23:37:45
16924,K02,Sylvilagus dicei,1/21/19,0:25:13
16912,K02,Sylvilagus dicei,2/1/19,18:08:37
16899,K02,Sylvilagus dicei,2/2/19,18:26:57
6144,K02,Sylvilagus dicei,3/16/19,19:11:40
16797,K02,Sylvilagus dicei,3/18/19,0:02:18
6148,K02,Sylvilagus dicei,3/19/19,17:59:18
6153,K02,Sylvilagus dicei,3/21/19,22:59:17
6154,K02,Sylvilagus dicei,3/22/19,23:21:41
16804,K02,Sylvilagus dicei,4/3/19,23:11:08
6159,K02,Sylvilagus dicei,4/7/19,18:05:37
6161,K02,Sylvilagus dicei,5/3/19,0:38:34
6162,K02,Sylvilagus dicei,5/23/19,0:55:03
6163,K02,Sylvilagus dicei,5/28/19,17:34:18
6164,K02,Sylvilagus dicei,6/1/19,23:41:12
6166,K02,Sylvilagus dicei,6/5/19,2:51:53
16282,K02,Sylvilagus dicei,6/18/19,1:54:35
7090,K02,Sylvilagus dicei,6/20/19,0:12:37
7091,K02,Sylvilagus dicei,6/22/19,0:31:19
16195,K02,Sylvilagus dicei,6/23/19,2:08:21
7095,K02,Sylvilagus dicei,6/26/19,18:09:52
16198,K02,Sylvilagus dicei,6/29/19,1:38:33
6474,K02,Sylvilagus dicei,7/5/19,22:32:05
6476,K02,Sylvilagus dicei,7/8/19,18:14:51
16419,K02,Sylvilagus dicei,7/9/19,22:45:56
7102,K02,Sylvilagus dicei,7/16/19,18:04:20
6479,K02,Sylvilagus dicei,7/17/19,22:15:20
6481,K02,Sylvilagus dicei,7/20/19,22:42:40
6487,K02,Sylvilagus dicei,7/28/19,17:56:48
16309,K02,Sylvilagus dicei,7/31/19,22:48:13
7108,K02,Sylvilagus dicei,8/2/19,15:44:01
16351,K02,Sylvilagus dicei,8/3/19,22:57:23
7112,K02,Sylvilagus dicei,8/6/19,3:36:47
6498,K02,Sylvilagus dicei,8/8/19,23:19:36
6500,K02,Sylvilagus dicei,8/14/19,1:21:27
16445,K02,Sylvilagus dicei,8/20/19,0:45:50
6507,K02,Sylvilagus dicei,8/22/19,23:35:55
6508,K02,Sylvilagus dicei,8/27/19,23:43:11
6509,K02,Sylvilagus dicei,8/30/19,3:04:37
16196,K02,Sylvilagus dicei,9/5/19,18:06:20
6515,K02,Sylvilagus dicei,9/7/19,23:10:24
6520,K02,Sylvilagus dicei,9/12/19,0:40:36
16472,K02,Sylvilagus dicei,9/14/19,1:29:23
16438,K02,Sylvilagus dicei,9/19/19,17:29:40
16439,K02,Sylvilagus dicei,9/24/19,0:52:43
16360,K02,Sylvilagus dicei,9/28/19,16:32:22
6538,K02,Sylvilagus dicei,9/29/19,22:32:10
6539,K02,Sylvilagus dicei,10/6/19,17:37:45
16228,K02,Sylvilagus dicei,10/7/19,19:26:33
16229,K02,Sylvilagus dicei,10/10/19,4:30:26
16217,K02,Sylvilagus dicei,10/12/19,14:56:06
16232,K02,Sylvilagus dicei,10/14/19,17:31:57
16233,K02,Sylvilagus dicei,10/16/19,17:52:35
6543,K02,Sylvilagus dicei,10/18/19,17:40:24
6544,K02,Sylvilagus dicei,10/20/19,2:30:29
16495,K02,Sylvilagus dicei,10/26/19,18:04:02
6546,K02,Sylvilagus dicei,11/2/19,17:54:22
16376,K02,Sylvilagus dicei,11/3/19,20:55:55
16377,K02,Sylvilagus dicei,11/5/19,1:24:48
16378,K02,Sylvilagus dicei,11/7/19,18:36:07
16384,K02,Sylvilagus dicei,11/9/19,19:49:28
16386,K02,Sylvilagus dicei,11/10/19,21:34:53
6555,K02,Sylvilagus dicei,11/13/19,1:06:05
16477,K02,Sylvilagus dicei,11/19/19,0:20:38
6565,K02,Sylvilagus dicei,11/20/19,22:38:22
6566,K02,Sylvilagus dicei,12/1/19,19:44:11
16401,K02,Sylvilagus dicei,12/4/19,17:50:17
16404,K02,Sylvilagus dicei,12/6/19,1:45:25
6572,K02,Sylvilagus dicei,12/8/19,2:00:22
16407,K02,Sylvilagus dicei,12/10/19,2:08:21
6581,K02,Sylvilagus dicei,12/12/19,3:00:18
16200,K02,Sylvilagus dicei,12/15/19,1:59:11
16201,K02,Sylvilagus dicei,12/20/19,2:19:48
16215,K02,Sylvilagus dicei,12/21/19,22:20:43
6585,K02,Sylvilagus dicei,12/24/19,1:59:04
6586,K02,Sylvilagus dicei,12/26/19,2:21:33
6587,K02,Sylvilagus dicei,12/30/19,3:09:06
16247,K02,Sylvilagus dicei,1/5/20,1:29:23
16222,K02,Sylvilagus dicei,1/9/20,17:25:05
6591,K02,Sylvilagus dicei,2/18/20,4:02:16
6593,K02,Sylvilagus dicei,2/20/20,4:34:32
6594,K02,Sylvilagus dicei,3/9/20,22:55:29
6595,K02,Sylvilagus dicei,3/15/20,18:05:13
6596,K02,Sylvilagus dicei,3/19/20,20:27:18
6597,K02,Sylvilagus dicei,4/1/20,20:43:56
6598,K02,Sylvilagus dicei,4/5/20,1:11:47
6600,K02,Sylvilagus dicei,4/25/20,21:26:40
6601,K02,Sylvilagus dicei,4/29/20,20:21:42
6602,K02,Sylvilagus dicei,5/4/20,23:46:34
6603,K02,Sylvilagus dicei,5/6/20,22:25:59
6604,K02,Sylvilagus dicei,5/8/20,20:20:21
6618,K02,Sylvilagus dicei,5/17/20,2:20:09
6619,K02,Sylvilagus dicei,5/22/20,2:48:37
6621,K02,Sylvilagus dicei,6/20/20,18:20:00
6622,K02,Sylvilagus dicei,6/25/20,22:40:32
6623,K02,Sylvilagus dicei,7/3/20,22:33:16
6627,K02,Sylvilagus dicei,7/6/20,1:46:41
6628,K02,Sylvilagus dicei,7/10/20,1:14:30
6629,K02,Sylvilagus dicei,7/11/20,16:34:26
7169,K02,Sylvilagus dicei,7/14/20,18:22:39
7172,K02,Sylvilagus dicei,7/16/20,3:12:05
7174,K02,Sylvilagus dicei,7/17/20,23:42:42
7175,K02,Sylvilagus dicei,7/25/20,18:01:15
7177,K02,Sylvilagus dicei,7/27/20,21:47:50
6167,K02,Sylvilagus dicei,9/27/20,23:12:41
6632,K02,Sylvilagus dicei,12/2/20,2:11:54
16769,K02,Tapirus bairdii,7/19/18,17:36:29
16702,K02,Tapirus bairdii,7/21/18,5:19:50
16610,K02,Tapirus bairdii,7/22/18,20:33:13
16651,K02,Tapirus bairdii,8/7/18,12:39:10
16637,K02,Tapirus bairdii,8/16/18,4:48:19
16746,K02,Tapirus bairdii,8/20/18,20:54:26
16614,K02,Tapirus bairdii,8/23/18,4:40:11
16636,K02,Tapirus bairdii,9/20/18,3:15:02
6168,K02,Tapirus bairdii,11/17/18,4:06:35
6171,K02,Tapirus bairdii,11/27/18,0:00:55
6174,K02,Tapirus bairdii,11/29/18,0:52:22
16909,K02,Tapirus bairdii,1/6/19,4:05:14
16894,K02,Tapirus bairdii,2/3/19,21:46:21
16805,K02,Tapirus bairdii,4/1/19,23:59:16
6188,K02,Tapirus bairdii,4/27/19,3:57:30
16283,K02,Tapirus bairdii,6/24/19,5:11:41
16248,K02,Tapirus bairdii,6/27/19,16:43:49
16256,K02,Tapirus bairdii,7/5/19,21:25:43
16504,K02,Tapirus bairdii,7/15/19,21:09:40
16356,K02,Tapirus bairdii,7/18/19,22:39:03
6695,K02,Tapirus bairdii,7/20/19,23:56:42
6699,K02,Tapirus bairdii,7/24/19,0:38:23
16560,K02,Tapirus bairdii,7/28/19,9:05:27
6709,K02,Tapirus bairdii,7/31/19,22:02:18
16556,K02,Tapirus bairdii,8/2/19,9:16:55
16544,K02,Tapirus bairdii,8/18/19,6:38:47
16441,K02,Tapirus bairdii,8/31/19,22:11:33
16484,K02,Tapirus bairdii,9/2/19,4:39:36
16364,K02,Tapirus bairdii,9/4/19,6:04:24
6727,K02,Tapirus bairdii,9/5/19,17:56:30
6735,K02,Tapirus bairdii,10/16/19,18:51:59
16203,K02,Tapirus bairdii,11/1/19,2:12:56
16191,K02,Tapirus bairdii,11/8/19,18:43:00
16265,K02,Tapirus bairdii,11/25/19,3:05:38
6748,K02,Tapirus bairdii,12/5/19,1:32:50
16393,K02,Tapirus bairdii,12/8/19,17:25:05
16235,K02,Tapirus bairdii,12/15/19,0:09:10
16211,K02,Tapirus bairdii,12/22/19,23:34:04
16213,K02,Tapirus bairdii,12/31/19,0:57:18
16214,K02,Tapirus bairdii,1/1/20,7:47:32
16243,K02,Tapirus bairdii,1/9/20,9:44:25
6761,K02,Tapirus bairdii,2/8/20,23:30:03
6771,K02,Tapirus bairdii,3/30/20,22:02:09
6781,K02,Tapirus bairdii,4/4/20,21:05:08
6792,K02,Tapirus bairdii,4/17/20,2:40:49
6794,K02,Tapirus bairdii,5/15/20,20:17:43
6798,K02,Tapirus bairdii,5/21/20,22:15:55
6805,K02,Tapirus bairdii,6/21/20,0:43:44
6813,K02,Tapirus bairdii,7/1/20,21:15:08
7208,K02,Tapirus bairdii,7/31/20,19:50:27
6838,K02,Tapirus bairdii,8/6/20,19:56:07
6849,K02,Tapirus bairdii,8/20/20,2:54:10
6882,K02,Tapirus bairdii,8/23/20,0:19:00
6905,K02,Tapirus bairdii,8/28/20,18:40:42
6969,K02,Tapirus bairdii,9/8/20,5:06:35
6982,K02,Tapirus bairdii,9/10/20,18:43:02
6191,K02,Tapirus bairdii,9/13/20,21:59:21
6231,K02,Tapirus bairdii,9/15/20,4:13:49
6245,K02,Tapirus bairdii,10/10/20,18:46:05
6260,K02,Tapirus bairdii,10/29/20,3:06:48
7214,K02,Tapirus bairdii,11/23/20,7:38:43
7237,K02,Tapirus bairdii,12/11/20,21:47:59
7262,K03,Canis latrans,11/24/18,12:16:40
16972,K03,Conepatus semistriatus,1/4/20,4:25:51
7676,K03,Conepatus semistriatus,7/5/20,4:01:04
7678,K03,Dasyprocta punctata,7/6/20,23:11:14
16974,K03,Eira barbara,9/4/19,9:10:02
16965,K03,Eira barbara,9/24/19,15:55:42
7324,K03,Eira barbara,5/13/20,8:13:44
7326,K03,Eira barbara,5/20/20,8:03:50
7327,K03,Eira barbara,5/31/20,7:46:20
7266,K03,Eira barbara,11/25/20,14:30:47
17355,K03,Leopardus pardalis,3/31/19,6:47:57
7690,K03,Leopardus pardalis,1/6/20,3:39:58
17035,K03,Leopardus tigrinus oncilla,10/8/19,0:52:43
17009,K03,Leopardus tigrinus oncilla,1/6/20,3:40:01
7716,K03,Leopardus tigrinus oncilla,2/17/20,16:32:20
7331,K03,Leopardus tigrinus oncilla,3/17/20,3:21:43
7691,K03,Leopardus tigrinus oncilla,6/14/20,0:01:14
7328,K03,Leopardus tigrinus oncilla,6/17/20,3:50:05
7332,K03,Leopardus tigrinus oncilla,6/21/20,3:47:15
7693,K03,Leopardus tigrinus oncilla,8/31/20,16:33:57
17366,K03,Leopardus wiedii,3/11/19,21:23:26
7267,K03,Leopardus wiedii,3/31/19,6:46:58
7272,K03,Mazama temama,1/30/19,17:06:44
7278,K03,Mazama temama,3/23/19,8:23:04
17346,K03,Mazama temama,3/28/19,15:46:32
7282,K03,Mazama temama,4/20/19,8:12:17
7329,K03,Mazama temama,2/2/20,10:28:19
7330,K03,Mazama temama,5/8/20,5:31:54
7697,K03,Mazama temama,8/21/20,10:56:27
17312,K03,Nasua narica,7/27/18,7:30:06
17328,K03,Panthera onca,7/25/18,1:27:18
17299,K03,Panthera onca,8/3/18,4:05:33
17334,K03,Panthera onca,8/20/18,12:22:57
17307,K03,Panthera onca,8/29/18,9:15:10
17339,K03,Panthera onca,9/8/18,15:58:18
17324,K03,Panthera onca,9/20/18,8:42:10
7287,K03,Panthera onca,10/31/18,4:48:21
